timestamp,rr,sr,cnt,mrt,tc,cmdb_id,kpi_name,value
1614835980,100.0,100.0,46.0,143.61,ServiceTest11,,,
1614835980,40.54,100.0,37.0,7512.54,ServiceTest4,,,
1614835980,99.01,100.0,101.0,4273.09,ServiceTest3,,,
1614835980,100.0,100.0,66.0,3856.18,ServiceTest7,,,
1614835980,100.0,100.0,26.0,3471.96,ServiceTest9,,,
1614836040,100.0,100.0,82.0,932.0,ServiceTest6,,,
1614836040,100.0,100.0,55.0,106.96,ServiceTest8,,,
1614836040,100.0,100.0,91.0,145.62,ServiceTest2,,,
1614836040,100.0,100.0,92.0,76.93,ServiceTest1,,,
1614836040,100.0,100.0,42.0,1580.57,ServiceTest3,,,
1614836040,100.0,100.0,80.0,102.3,ServiceTest10,,,
1614836040,100.0,100.0,68.0,93.76,ServiceTest11,,,
1614836040,100.0,100.0,33.0,3038.85,ServiceTest4,,,
1614836040,100.0,100.0,20.0,1365.6,ServiceTest9,,,
1614836040,100.0,100.0,19.0,102.26,ServiceTest5,,,
1614836040,100.0,100.0,62.0,1872.21,ServiceTest7,,,
1614836100,100.0,100.0,107.0,73.01,ServiceTest1,,,
1614836100,51.43,100.0,35.0,7425.6,ServiceTest4,,,
1614836100,100.0,100.0,42.0,109.14,ServiceTest11,,,
1614836100,100.0,100.0,46.0,141.67,ServiceTest8,,,
1614836100,100.0,100.0,80.0,124.8,ServiceTest2,,,
1614836100,100.0,100.0,84.0,2774.0,ServiceTest3,,,
1614836100,100.0,100.0,56.0,2628.59,ServiceTest6,,,
1614836100,100.0,100.0,75.0,33.83,ServiceTest5,,,
1614836100,100.0,100.0,20.0,93.0,ServiceTest10,,,
1614836100,100.0,100.0,28.0,3463.86,ServiceTest9,,,
1614836100,100.0,100.0,82.0,3362.0,ServiceTest7,,,
1614836160,100.0,100.0,39.0,30.97,ServiceTest5,,,
1614836160,100.0,100.0,97.0,107.16,ServiceTest1,,,
1614836160,100.0,100.0,47.0,115.15,ServiceTest2,,,
1614836160,100.0,100.0,99.0,142.31,ServiceTest8,,,
1614836160,97.78,100.0,45.0,3593.0,ServiceTest3,,,
1614836160,100.0,100.0,69.0,3523.46,ServiceTest7,,,
1614836160,100.0,100.0,33.0,17.48,ServiceTest10,,,
1614836160,100.0,100.0,80.0,3200.5,ServiceTest6,,,
1614836160,100.0,100.0,82.0,3153.46,ServiceTest9,,,
1614836160,100.0,100.0,29.0,105.93,ServiceTest11,,,
1614836160,68.75,100.0,16.0,7366.5,ServiceTest4,,,
1614836220,100.0,100.0,92.0,110.17,ServiceTest2,,,
1614836220,100.0,100.0,103.0,76.53,ServiceTest5,,,
1614836220,100.0,100.0,63.0,1619.56,ServiceTest3,,,
1614836220,100.0,100.0,62.0,1566.94,ServiceTest6,,,
1614836220,100.0,100.0,35.0,56.77,ServiceTest1,,,
1614836220,100.0,100.0,74.0,124.54,ServiceTest8,,,
1614836220,100.0,100.0,86.0,186.98,ServiceTest11,,,
1614836220,100.0,100.0,25.0,1466.64,ServiceTest9,,,
1614836220,100.0,100.0,59.0,27.39,ServiceTest10,,,
1614836220,100.0,100.0,67.0,2133.16,ServiceTest7,,,
1614836220,100.0,100.0,22.0,3612.5,ServiceTest4,,,
1614836280,100.0,100.0,63.0,44.71,ServiceTest10,,,
1614836280,100.0,100.0,75.0,81.87,ServiceTest1,,,
1614836280,100.0,100.0,85.0,150.34,ServiceTest11,,,
1614836280,100.0,100.0,28.0,1278.29,ServiceTest6,,,
1614836280,100.0,100.0,67.0,79.48,ServiceTest5,,,
1614836280,100.0,100.0,55.0,192.38,ServiceTest2,,,
1614836280,100.0,100.0,111.0,1229.14,ServiceTest3,,,
1614836280,100.0,100.0,36.0,1801.0,ServiceTest7,,,
1614836280,100.0,100.0,95.0,203.8,ServiceTest8,,,
1614836280,100.0,100.0,22.0,1229.64,ServiceTest9,,,
1614836280,98.65,100.0,74.0,4009.0,ServiceTest4,,,
1614836340,100.0,100.0,124.0,165.42,ServiceTest11,,,
